number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
2066,永恒族 Eternals,2021,['赵婷'],"['赵婷', '帕特里克·伯利', '瑞恩·弗雷波', '马修·弗雷波', '杰克·科比']","['嘉玛·陈', '理查德·麦登', '安吉丽娜·朱莉', '萨尔玛·海耶克', '基特·哈灵顿', '库梅尔·南贾尼', '莉亚·麦克休', '布莱恩·泰里·亨利', '劳伦·利德洛夫', '巴里·基奥恩', '马东锡', '哈里什·帕特尔', '比尔·斯卡斯加德', '哈斯·塞雷曼', '以扫·丹尼尔·克罗斯', '哈里·斯泰尔斯', '艾伦·斯科特', '汉娜·多德', '妮基塔·查达哈', '格雷厄姆·福克斯', '赞恩·阿尔·拉菲亚', '卢西娅·埃夫斯塔希奥', '帕顿·奥斯瓦尔特', '大卫·卡耶', '马赫沙拉·阿里', '布伦达·洛伦娜·加西亚']","['动作', '科幻', '奇幻', '冒险']", 美国, 英语 / 美国手语 / 西班牙语 / 拉丁语 / 古希腊语,2021-11-05(美国),156分钟, tt9032400,5.8
2083,迷失之城 The Lost City,2022,"['艾伦·尼', '亚当·尼']","['奥伦·尤济尔', '达纳·福克斯', '亚当·尼', '艾伦·尼', '赛斯·戈登']","['桑德拉·布洛克', '查宁·塔图姆', '丹尼尔·雷德克里夫', '达明·乔伊·伦道夫', '布拉德·皮特', '奥斯卡·努内斯', '帕蒂·哈里森', '杨伯文', '乔安·普林格尔', '赫克托·阿尼巴尔', '托马斯·福布斯·约翰逊', '斯莱·刘易斯', '亚当·尼', '雷蒙德·李', '安东尼·阿尔瓦雷斯', '马西·哈罗', '瑞恩·贾德']","['喜剧', '动作', '冒险']", 美国, 英语,2022-06(中国大陆),112分钟, tt13320622,5.3
2098,给我翅膀 Donne-moi des ailes,2019,['尼古拉·瓦尼埃'],"['丽露·弗格利', '克里斯蒂安·穆勒克', '玛蒂厄·佩蒂特', '尼古拉·瓦尼埃']","['让-保罗·卢弗', '梅拉妮·杜泰', '路尔斯·瓦兹奎兹', '弗雷德里克·索雷尔', '丽露·弗格利', '葛里高利·巴奎特', '多米尼克·皮侬', '费利佩·曼吉安', '阿丽安·皮瑞', '克里斯汀·布雷康尼尔', '西里尔·内克尔', '塞德里克·梅斯伯格', '米里耶勒·休伊特·奥奈', '雅克·热尔曼', '马蒂厄·瓦尔特', '英加·海尔格·吉姆勒']",['冒险'], 法国, 法语,2019-10-09(法国),113分钟, tt10204940,8.8
2102,亚当计划 The Adam Project,2022,['肖恩·利维'],"['乔纳森·崔普尔', 'T·S·诺林', '珍妮佛·弗莱基特', '马克·莱温']","['瑞安·雷诺兹', '沃克·斯科贝尔', '马克·鲁弗洛', '詹妮弗·加纳', '佐伊·索尔达娜', '凯瑟琳·基纳', '小亚历克斯·马里亚里', '布拉克斯顿·比肯', '卡斯拉·王', '露西·格斯特', '唐纳德·沙利斯', '埃斯特·李', '本·威尔金森', '以赛亚·海格特', '米洛·山德尔']","['喜剧', '动作', '科幻', '冒险']", 美国, 英语,2022-03-11(美国网络),106分钟, tt2463208,6.3
2111,熊出没之雪岭熊风,2015,"['丁亮', '刘富源']",['刘富源'],"['张伟', '张秉君', '谭笑', '孟雨田', '孙尧东', '赵肖宇', '辛媛', '万丹青']","['喜剧', '动画', '家庭', '冒险']", 中国大陆, 汉语普通话,2015-01-30(中国大陆),96分钟, tt4412240,8.0
2114,刺猬索尼克2 Sonic the Hedgehog 2,2022,['杰夫·福勒'],"['帕特里克·凯西', '乔什·米勒', '约翰·惠廷顿']","['詹姆斯·麦斯登', '金·凯瑞', '本·施瓦茨', '提卡·森普特', '伊德里斯·艾尔巴', '娜塔莎·罗斯韦尔', '亚当·佩里', '谢默·摩尔', '李·马贾道布', '科琳·欧肖内希', '梅洛德·诺西普·尼曼', '汤姆·巴特勒', '布拉德·卡利利莫库', '杰夫·桑卡', '伊丽莎白·鲍恩', '多恩·列夫', '里斯·威廉姆斯', '西蒙·钱', '弗雷泽·科比特', '奎因·厄利', '马库斯·奥雷里奥', '尼托·拉里奥萨', '迈克·鲁菲诺']","['喜剧', '动作', '科幻', '动画', '冒险']", 美国 / 日本, 英语,2022(中国大陆),122分钟, tt12412888,5.7
2119,欢乐好声音2 Sing 2,2021,['加斯·詹宁斯'],['加斯·詹宁斯'],"['马修·麦康纳', '瑞茜·威瑟斯彭', '塔伦·埃哲顿', '斯嘉丽·约翰逊', '托瑞·凯利', '尼克·克罗尔', '哈尔希', '鲍比·坎纳瓦尔', '博诺', '加斯·詹宁斯', '珍妮弗·桑德斯', '切尔西·帕瑞蒂', '尼克·奥弗曼', '亚当·布克斯顿', '埃里克·安德烈', '利蒂希娅·赖特', '法瑞尔·威廉姆斯', '朱莉娅·戴维斯', '彼得·塞拉菲诺威茨', '韦斯·安德森', '凯茜·卡瓦蒂妮', '布莱恩·T·德莱尼', '亚伦·福尔斯', '朱莉安娜·甘米兹', 'Aaron Hendry', '约翰·卡西尔', '丹尼·曼恩', '斯科特·摩西尔', '克里斯·雷纳德', '詹森·舒瓦兹曼', '杰克·斯坦顿', '费舍·史蒂芬斯', '塔拉·斯特朗', '雷吉纳·托芬', '克莱特·惠特克', '黛布拉·威尔逊', '埃德加·赖特', '斯派克·琼斯']","['喜剧', '动画', '歌舞', '冒险']", 美国, 英语,2021-12-22(美国),110分钟, tt6467266,7.1
2120,坠入 The Fall,2006,['塔西姆·辛'],"['丹·吉尔罗伊', 'Nico Soultanakis']","['凯婷卡·安塔鲁', '贾斯蒂恩·瓦戴尔', '李·佩斯', 'Kim Uylenbroek', 'Aiden Lithgow', '肖恩·吉尔德', 'Ronald France', 'Andrew Roussouw', 'Michael Huff', '格兰特·斯旺比', '埃米尔奥斯迪那', '罗宾·史密斯', 'Jeetu Verma', '里奥·比尔', 'Marcus Wesley']","['剧情', '喜剧', '奇幻', '冒险']", 美国 / 南非 / 印度, 英语 / 罗马尼亚语 / 拉丁语,2006-09-09(多伦多电影节),117分钟, tt0460791,8.8
2121,熊出没之过年,2013,['丁亮'],['刘富源'],"['张秉君', '张伟', '辛媛', '万丹青', '谭笑', '刘思奇', '马浩伦']","['剧情', '喜剧', '动画', '家庭', '儿童', '冒险']", 中国大陆, 汉语普通话,2013-02-08(中国大陆),68分钟, tt2943974,8.4
2123,王牌特工：源起 The King's Man,2021,['马修·沃恩'],"['马修·沃恩', '卡尔·盖杜谢克', '马克·米勒', '戴夫·吉布森']","['拉尔夫·费因斯', '哈里斯·迪金森', '瑞斯·伊凡斯', '杰曼·翰苏', '杰玛·阿特登', '马修·古迪', '丹尼尔·布鲁赫', '查尔斯·丹斯', '亚伦·泰勒-约翰逊', '奥古斯特·迪赫', '汤姆·霍兰德', '艾莉森·斯戴曼', '斯坦利·图齐', '乔尔·巴斯曼', '亚历山德拉·玛丽亚·拉娜', '尼尔·杰克逊', '奥利维尔·里希特斯', '罗伯特·阿拉马约', '布兰卡·卡蒂奇', '罗斯·安德森', '玛雅·西蒙森', '托德·博伊斯', '哈尔·福勒', '康斯坦丁·格雷戈里', '雷纳斯·拉特科夫斯基', '史蒂威·戴维斯', '杰茜·维宁', '保罗·菲利普·克拉克', '亚伦·沃多沃兹', '查理·詹恩威']","['动作', '冒险']", 英国 / 美国, 英语,2021-12-22(美国),130分钟, tt6856242,5.3
2142,昆虫总动员 Minuscule: la Vallée des Fourmis Perdues,2013,"['海琳·吉罗', '托马斯·绍博']","['托马斯·绍博', '海琳·吉罗']",[],"['动画', '冒险']", 法国 / 比利时, 无对白,2014-08-22(中国大陆),89分钟, tt2368672,8.4
2151,夏日大作战 サマーウォーズ,2009,['细田守'],['奥寺佐渡子'],"['神木隆之介', '樱庭奈奈美', '富司纯子', '谷村美月', '斋藤步', '横川贵大', '信泽三惠子', '谷川清美', '桐本拓哉', '佐佐木睦', '玉川纱己子', '永井一郎', '山像香', '小林隆', '田村高美', '清水优', '中村正', '田中要次', '金沢映子', '中村桥弥', '高久千草', '板仓光隆', '仲里依纱', '安达直人', '诸星堇', '今井悠贵', '太田力斗', '皆川阳菜乃']","['喜剧', '科幻', '动画', '家庭', '冒险']", 日本, 日语 / 英语,2009-08-01(日本),114分钟, tt1474276,8.5
2167,黑暗侵袭 The Descent,2005,['尼尔·马歇尔'],['尼尔·马歇尔'],"['肖娜·麦克唐纳', '娜塔莉·杰克逊·门多萨', '阿里克斯·瑞德', '萨斯基亚·马尔德', '玛安娜·本灵', '诺拉简·努恩', '奥列佛·米尔本', '克雷格·康威']","['惊悚', '恐怖', '冒险']", 英国 / 法国, 英语,2005-07-08(英国),99 分钟, tt0435625,7.6
2194,古墓丽影2 Lara Croft Tomb Raider: The Cradle of Life,2003,['扬·德·邦特'],"['迪恩·乔格瑞斯', '斯蒂芬·E.德·索萨', '詹姆士·V·哈特']","['安吉丽娜·朱莉', '杰拉德·巴特勒', '塞伦·希德', '克里斯·巴里', '诺亚·泰勒', '杰曼·翰苏', '蒂尔·施威格', '任达华', '尹子维']","['动作', '冒险']", 美国 / 德国 / 日本 / 英国 / 中国香港, 英语 / 汉语普通话,2003-07-21(美国),117 分钟, tt0325703,6.6
2199,熊出没之熊心归来,2016,"['丁亮', '林永长']","['徐芸', '崔铁志', '万秦']","['张伟', '张秉君', '谭笑', '赵肖宇', '万丹青', '孟雨田', '曹路瑶', '李婉瑶', '张汝柯', '王梦拓', '刘沛', '周子瑜']","['喜剧', '动画', '冒险']", 中国大陆, 汉语普通话,2016-01-16(中国大陆),99分钟, tt5471154,7.1
2204,夺宝奇兵3 Indiana Jones and the Last Crusade,1989,['史蒂文·斯皮尔伯格'],"['杰弗里·鲍姆', '乔治·卢卡斯', '门诺·迈依杰斯', '菲利普·考夫曼']","['哈里森·福特', '肖恩·康纳利', '丹霍姆·艾略特', '瑞凡·菲尼克斯', '约翰·瑞斯-戴维斯', '艾莉森·杜迪']","['剧情', '动作', '奇幻', '冒险']", 美国, 英语 / 德语 / 希腊语 / 阿拉伯语,1989-05-24(美国),127分钟, tt0097576,8.2
2216,魁拔之大战元泱界,2013,['王川'],"['王川', '王鹏展']","['刘婧荦', '刘校妤', '王凯', '敖磊', '瞿澳晖', '郭政建', '杨晨']","['动作', '动画', '奇幻', '冒险']", 中国大陆, 汉语普通话,2013-05-31(中国大陆),83分钟, tt3279464,8.1
2220,恐龙当家 The Good Dinosaur,2015,['彼得·孙'],"['鲍勃·彼德森', '彼得·孙', '埃里克·本森', '梅格·勒福夫', '凯尔西·曼', '彼得·赫奇斯', '阿德里安·莫利纳']","['雷蒙德·奥乔亚', '杰克·布赖特', '杰弗里·怀特', '斯蒂夫·扎恩', 'A·J·巴克利', '安娜·帕奎因', '山姆·艾里奥特', '弗兰西斯·麦克多蒙德', '马库斯·斯克里布纳', '彼得·孙']","['喜剧', '动画', '家庭', '冒险']", 美国, 英语,2015-11-25(美国),93分钟, tt1979388,7.5
2222,国家宝藏：夺宝秘笈 National Treasure: Book of Secrets,2007,['乔·德特杜巴'],"['玛丽安·韦伯利', '科马克·韦伯利', '格雷戈里·波伊莱尔', '泰德·艾略特', '特里·鲁西奥', '吉姆·科夫', '奥伦·艾维夫', '查尔斯·西格斯']","['尼古拉斯·凯奇', '贾斯汀·巴萨', '黛安·克鲁格', '强·沃特', '海伦·米伦', '艾德·哈里斯', '哈威·凯特尔', '布鲁斯·格林伍德', '泰·布利尔', 'Michael Maize', '蒂莫西·V·墨菲', '艾丽莎·科波拉', '阿曼德·里斯科', '阿尔伯特·海尔', '乔·格拉什', '克里斯蒂安·卡玛戈', '布兰特·布里斯科', '比利·安格', '布莱德·罗', '扎克瑞·戈登', '皮特·伍德瓦德', '奥利弗·缪尔海德', '拉里·塞达尔', 'Billy Devlin', '艾丽西娅莉魏莉丝', '娜塔莉·德莱福斯', 'Michael Stone Forrest', '格兰特·汤普森', '兰迪·特拉维斯', 'Stephen Hibbert', 'Jonathan Emmett', '格伦·贝克', '迪米特里·格里特萨斯', '戴维·尤里', '彼得·迈尔斯', '本·霍姆伍德', 'Mike Altieri', '迈克·D·安德森', 'Mark Barth', 'Nora Bauer', '塔季扬娜·布鲁切尔', '埃莱娜·卡多纳', 'Sharon Carpenter-Rose', 'Tim Colmus', 'Aaron Cornelison', 'Bruce Allen Dawson', '斯卡利·德尔佩拉', '凯莉·多森', '利亚姆·费格森']","['动作', '悬疑', '冒险']", 美国, 英语 / 法语,2008-03-17(中国大陆),124 分钟, tt0465234,7.2
2230,鼠来宝4：萌在囧途 Alvin and the Chipmunks: The Road Chip,2015,['沃尔特·拜克'],"['罗斯·巴格达萨里安', '珍妮丝·卡门', '兰迪·梅耶姆·辛格', '亚当·希泰凯尔']","['贾斯汀·朗', '马修·格雷·古柏勒', '杰西·麦卡尼', '杰森·李', '金伯利·威廉姆斯·佩斯利', '乔什·格林', '托尼·海尔', '贝拉·索恩', '埃迪·斯蒂普斯', '克里斯蒂娜·艾伯盖特', '凯莉·库柯', '安娜·法瑞丝', '詹妮佛·库里奇', '凯文·韦德']","['喜剧', '动画', '音乐', '奇幻', '冒险']", 美国, 英语,2016-01-26(中国大陆),92分钟, tt2974918,7.2
2235,夺宝奇兵2 Indiana Jones and the Temple of Doom,1984,['史蒂文·斯皮尔伯格'],"['威拉德·赫依克', '格洛丽亚·卡茨', '乔治·卢卡斯']","['哈里森·福特', '凯特·卡普肖', '关继威', '阿莫瑞什·普瑞', '罗珊·塞斯', '菲利普·斯通', '乔宏', '叶西园', '里克·扬', 'Chua Kah Joo', 'Rex Ngui', '菲利普·丹', '丹·艾克罗伊德', 'Akio Mitamura', 'Michael Yama', 'Denavaka Hamine', 'Arthur F. Repola', '帕特·罗奇', '巴斯卡尔·帕特尔', '史蒂文·斯皮尔伯格', '迪基·比尔', '西德尼·甘尼斯', '凯瑟琳·肯尼迪', 'Brad Kesten', '乔治·卢卡斯', '弗兰克·马歇尔', '安东尼·鲍威尔', '罗恩·泰勒']","['动作', '冒险']", 美国, 英语 / 僧伽罗语 / 印地语,1984-05-23(美国),118分钟, tt0087469,7.8
2238,世界之战 War of the Worlds,2005,['史蒂文·斯皮尔伯格'],"['乔什·弗莱德曼', '大卫·凯普', '赫伯特·乔治·威尔斯']","['汤姆·克鲁斯', '达科塔·范宁', '米兰达·奥图', '贾斯汀·查特文', '蒂姆·罗宾斯', '瑞克·冈萨雷斯', '尤尔·瓦斯克斯', '莱尼·维尼托', '丽萨·安·沃尔特', '安·鲁滨逊', '吉恩·巴瑞', '大卫·阿伦·伯施理', '罗兹·亚布拉姆斯', '迈克尔·布朗李', '卡米莉亚·莫内特', '艾米·莱安', '丹尼·霍奇']","['科幻', '惊悚', '冒险']", 美国, 英语,2005-08-25(中国大陆),116分钟, tt0407304,6.7
2242,天·火,2019,['西蒙·韦斯特'],"['卜维', '西德尼·金']","['王学圻', '昆凌', '窦骁', '詹森·艾萨克', '柏安', '纪凌尘', '石凉', '爱丽丝·里特韦尔', '李一情', '比兰德·罗杰斯', '马昕墨', '侯桐江', '陈依琪', '郎永淳']","['动作', '冒险', '灾难']", 中国大陆, 汉语普通话 / 英语,2019-12-12(中国大陆),97分钟, tt9203190,4.1
2250,海绵宝宝历险记 The SpongeBob SquarePants Movie,2004,"['史蒂芬·海伦伯格', '马克·奥斯本']","['史蒂芬·海伦伯格', 'Derek Drymon', 'Tim Hill', '肯特·奥斯博内', 'Aaron Springer', 'Paul Tibbitt']","['汤姆·肯尼', '克兰西·布朗', '罗德格尔·邦帕斯', '比尔·法格巴克', '劳伦斯先生', '吉尔·塔利', '卡罗琳·劳伦斯', '玛丽·乔·卡特利特', '杰弗里·塔伯', '斯嘉丽·约翰逊', '亚历克·鲍德温', '大卫·哈塞尔霍夫', '克里斯托弗·洛根', 'D.P. FitzGerald', 'Cole S. McKay']","['喜剧', '动画', '冒险']", 美国, 英语,2004-11-19(美国),87分钟, tt0345950,8.5
2257,奇奇与蒂蒂：救援突击队 Chip 'n' Dale: Rescue Rangers,2022,['阿吉瓦·沙弗尔'],"['丹·格雷戈尔', '道格·曼德']","['安迪·萨姆伯格', '约翰·木兰尼', '琪琪·莱恩', '威尔·阿奈特', '艾瑞克·巴纳', '弗卢拉·博格', '丹尼斯·海斯伯特', '科甘-迈克尔·凯', '特蕾丝·麦克尼尔', '蒂姆·罗宾逊', '塞斯·罗根', 'J·K·西蒙斯', '达旺·麦克唐纳', '阿吉瓦·沙弗尔', '蕾切尔·布鲁姆', '科里·伯顿', '吉姆·卡明斯', '克里斯·帕内尔', '杰夫·贝内特', '斯蒂夫·科蒂斯·查普曼', '乔玛·塔科内', '艾伦·欧朋海默', '查尔斯·弗莱舍', '格雷格·秦', '塔德·斯通斯', '吉恩·吉尔平', '维克托·特平', '肯佐·李', '大卫·田纳特', '宝拉·阿巴杜', '保罗·路德', '罗森·马歇尔·瑟伯', '马特·诺兰', '汤姆安东内利斯', '朱利安·格雷厄姆', '瑞安·阿罗索', '埃姆利·贝赫什蒂', '马克·卡西米尔·戴妮奇斯', '约翰尼·曼斯巴赫', '安东尼·莫利纳利']","['喜剧', '动画', '悬疑', '冒险']", 美国, 英语,2022-05-20(美国网络),97分钟, tt3513500,7.1
2262,爱在记忆消逝前 The Leisure Seeker,2017,['保罗·维尔齐'],"['弗朗西斯·皮克罗', '弗兰切斯卡·阿尔基布吉', '保罗·维尔齐', 'Michael Zadoorian', '斯蒂芬·阿米登']","['海伦·米伦', '唐纳德·萨瑟兰', '简·默勒尼', '克里斯蒂·米切尔', '罗伯特·沃克·布兰乔德', '克里斯蒂安·麦凯', '约书亚·胡佛', '罗伯特·普拉尔戈', '约书亚·米克尔']","['喜剧', '爱情', '冒险']", 意大利 / 法国, 英语,2018-02-23(中国大陆),112分钟, tt3741632,8.1
2269,穿越大吉岭 The Darjeeling Limited,2007,['韦斯·安德森'],"['韦斯·安德森', '罗曼·科波拉', '詹森·舒瓦兹曼']","['欧文·威尔逊', '艾德里安·布洛迪', '詹森·舒瓦兹曼', '阿玛拉·卡兰', '华莱士·沃洛达斯基', '瓦里丝·阿卢瓦利亚', '伊尔凡·可汗', '巴贝特·施罗德', '卡米拉·拉瑟福德', '比尔·默瑞', '安杰丽卡·休斯顿', '库玛·帕拉纳', '约翰·约瑟夫·加拉格尔', '娜塔莉·波特曼']","['剧情', '喜剧', '冒险']", 美国, 英语 / 德语 / 北印度语 / 梵文,2007-09-03(威尼斯电影节),91分钟, tt0838221,7.7
2286,蓝精灵：寻找神秘村 Smurfs: The Lost Village,2017,['凯利·阿斯博瑞'],"['帕米拉·里本', '斯泰西·哈曼', '佩约']","['黛米·洛瓦托', '雷恩·威尔森', '乔·曼根尼罗', '杰克·麦克布瑞尔', '丹尼·朴迪', '曼迪·帕廷金', '迪·布拉雷·贝克尔', '弗兰克·维尔克', '米歇尔·罗德里格兹', '艾丽·坎伯尔', '朱莉娅·罗伯茨', '阿芮尔·温特', '梅根·崔娜', '布雷特·马内尔', '凯利·阿斯博瑞', '杰克·约翰逊', '加布里埃尔·伊格莱西亚斯', '泰塔斯·伯吉斯', '杰夫·邓纳姆', '戈登·拉姆齐']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,2017-04-21(中国大陆),90分钟, tt2398241,6.2
2290,夺宝奇兵4 Indiana Jones and the Kingdom of the Crystal Skull,2008,['史蒂文·斯皮尔伯格'],"['大卫·凯普', '乔治·卢卡斯', '杰夫·内桑森']","['哈里森·福特', '希亚·拉博夫', '凯特·布兰切特', '凯伦·阿兰', '雷·温斯顿', '约翰·赫特', '吉姆·布劳德本特']","['动作', '惊悚', '冒险']", 美国, 英语 / 德语 / 俄语,2008-05-22(美国),122分钟, tt0367882,7.2
2295,极速蜗牛 Turbo,2013,['大卫·索伦'],"['达伦·莱姆克', '罗伯特·D·西格尔']","['瑞安·雷诺兹', '保罗·吉亚玛提', '迈克尔·佩纳', '路易斯·古兹曼', '比尔·哈德尔', '理查德·詹金斯', '郑肯', '米歇尔·罗德里格兹', '玛娅·鲁道夫', '本·施瓦茨', '柯特伍德·史密斯', '史努比狗狗', '塞缪尔·杰克逊']","['喜剧', '动画', '冒险']", 美国, 英语,2013-09-18(中国大陆),96分钟, tt1860353,7.3
2296,哆啦A梦：大雄的新恐龙 映画ドラえもん のび太の新恐竜,2020,['今井一晓'],['川村元气'],"['水田山葵', '大原惠美', '嘉数由美', '木村昴', '关智一', '三石琴乃', '松本保典', '高木涉', '荻野志保子', '庆长佑香', '矢口麻美', '远藤绫', '钉宫理惠', '间宫康弘', '下和田裕贵', '小野大辅', '悠木碧', '渡边直美', '木村拓哉', '神木隆之介']","['动画', '奇幻', '冒险']", 日本, 日语,2020-12-11(中国大陆),110分钟, tt10588750,7.1
